frame,time_ms,detected_hz,string_id,string_name,state_id,state_name,cents_x10,confidence,yin_tau,corr_hz,corr_string_id,corr_string_name,corr_cents_x10,corr_confidence,corr_tau,fft_peak_hz,signal_amplitude
235,15040,104.570415,255,unknown,4,unknown,-855,0.618090,0,104.570415,1,A,-855,0.618090,153,195.231818,25669
236,15104,104.895347,255,unknown,4,unknown,-803,0.646830,0,104.895347,1,A,-803,0.646830,153,218.872616,23204
237,15168,106.271040,255,unknown,4,unknown,-587,0.677623,0,106.271040,1,A,-587,0.677623,151,218.870780,21406
238,15232,108.908598,1,A,2,flat,-172,0.703649,0,108.908598,1,A,-172,0.703649,147,109.768847,21271
239,15296,109.664471,1,A,2,flat,-53,0.733070,0,109.664471,1,A,-53,0.733070,146,109.702502,21271
240,15360,109.866970,1,A,1,in tune,-21,0.734468,0,109.866970,1,A,-21,0.734468,146,109.697440,20256
241,15424,110.230994,1,A,1,in tune,36,0.749813,0,110.230994,1,A,36,0.749813,145,219.845224,32669
242,15488,110.787547,1,A,3,sharp,124,0.832964,0,110.787547,1,A,124,0.832964,144,147.216773,32669
243,15552,148.477342,255,unknown,4,unknown,194,0.489987,0,148.477342,2,D,194,0.489987,108,146.941612,32669
244,15616,147.726796,2,D,3,sharp,106,0.795838,0,147.726796,2,D,106,0.795838,108,147.658168,32843
245,15680,147.802361,2,D,3,sharp,115,0.768789,0,147.802361,2,D,115,0.768789,108,163.038288,32759
246,15744,164.814174,2,D,3,sharp,2120,0.804733,0,164.814174,2,D,2120,0.804733,97,164.018397,31554
247,15808,164.833842,2,D,3,sharp,2123,0.896260,0,164.833842,2,D,2123,0.896260,97,163.966137,45508
248,15872,164.818996,2,D,3,sharp,2121,0.854753,0,164.818996,2,D,2121,0.854753,97,196.129875,45508
249,15936,195.232342,3,G,2,flat,-68,0.908910,0,195.232342,3,G,-68,0.908910,82,195.512213,45508
250,16000,196.088875,3,G,1,in tune,8,1.007291,0,196.088875,3,G,8,1.007291,82,195.111667,45508
251,16064,195.995615,3,G,1,in tune,0,0.957404,0,195.995615,3,G,0,0.957404,82,197.184403,38400
252,16128,197.601869,3,G,3,sharp,141,0.892077,0,197.601869,3,G,141,0.892077,81,198.716911,37679
253,16192,73.152386,255,unknown,4,unknown,-1945,0.417614,0,73.152386,0,low E,-1945,0.417614,219,220.537772,38904
254,16256,216.152880,255,unknown,4,unknown,1780,0.675575,0,216.152880,3,G,1780,0.675575,74,223.904279,38904
255,16320,222.141818,4,B,2,flat,-1739,0.932821,0,222.141818,4,B,-1739,0.932821,72,224.447780,38904
256,16384,224.239849,4,B,2,flat,-1591,0.943026,0,224.239849,4,B,-1591,0.943026,71,223.187656,38432
257,16448,222.034997,4,B,2,flat,-1746,0.949384,0,222.034997,4,B,-1746,0.949384,72,220.047563,30655
258,16512,218.617419,4,B,2,flat,-1986,0.869598,0,218.617419,4,B,-1986,0.869598,73,207.032788,43437
259,16576,194.848428,255,unknown,4,unknown,-102,0.508412,0,194.848428,3,G,-102,0.508412,82,196.711540,43437
260,16640,196.168008,3,G,1,in tune,15,0.943730,0,196.168008,3,G,15,0.943730,82,195.811695,43437
261,16704,195.994392,3,G,1,in tune,0,1.018788,0,195.994392,3,G,0,1.018788,82,194.927301,43437
262,16768,195.165447,3,G,2,flat,-74,0.975691,0,195.165447,3,G,-74,0.975691,82,194.228762,39477
263,16832,195.036905,3,G,2,flat,-85,0.969753,0,195.036905,3,G,-85,0.969753,82,195.114553,21769
264,16896,195.711106,3,G,1,in tune,-26,0.948997,0,195.711106,3,G,-26,0.948997,82,391.539948,18530
265,16960,195.945898,3,G,1,in tune,-5,0.886242,0,195.945898,3,G,-5,0.886242,82,391.566764,20344
266,17024,98.040162,1,A,2,flat,-1882,0.930821,0,98.040162,1,A,-1882,0.930821,163,391.495041,21076
267,17088,97.881929,1,A,2,flat,-1907,0.933389,0,97.881929,1,A,-1907,0.933389,163,391.452152,19777
268,17152,97.840265,1,A,2,flat,-1914,0.965132,0,97.840265,1,A,-1914,0.965132,164,391.375928,19777
269,17216,97.837649,1,A,2,flat,-1914,0.957745,0,97.837649,1,A,-1914,0.957745,164,391.316029,25881
270,17280,97.853968,1,A,2,flat,-1912,0.909166,0,97.853968,1,A,-1912,0.909166,164,192.981963,25881
271,17344,196.888186,255,unknown,4,unknown,78,0.694882,0,196.888186,3,G,78,0.694882,81,203.814206,25881
272,17408,202.677292,3,G,3,sharp,590,0.740831,0,202.677292,3,G,590,0.740831,79,195.248309,25881
273,17472,98.143661,1,A,2,flat,-1866,0.972193,0,98.143661,1,A,-1866,0.972193,163,195.215768,34721
274,17536,97.942805,1,A,2,flat,-1898,0.972049,0,97.942805,1,A,-1898,0.972049,163,196.868200,46384
275,17600,196.825176,255,unknown,4,unknown,73,0.494888,0,196.825176,3,G,73,0.494888,81,195.750423,46384
276,17664,196.918097,3,G,3,sharp,81,0.919081,0,196.918097,3,G,81,0.919081,81,194.482330,46384
277,17728,196.665874,3,G,3,sharp,59,0.899414,0,196.665874,3,G,59,0.899414,81,194.148749,46384
278,17792,196.121320,3,G,1,in tune,11,0.780725,0,196.121320,3,G,11,0.780725,82,194.660742,39972
279,17856,195.951429,255,unknown,4,unknown,-4,0.663979,0,195.951429,3,G,-4,0.663979,82,191.970859,39506
280,17920,195.777967,255,unknown,4,unknown,-20,0.555004,0,195.777967,3,G,-20,0.555004,82,202.243647,38285
281,17984,195.832890,3,G,1,in tune,-15,0.757484,0,195.832890,3,G,-15,0.757484,82,194.652776,37810
282,18048,195.998647,3,G,1,in tune,0,0.719541,0,195.998647,3,G,0,0.719541,82,294.827941,37182
283,18112,97.988409,1,A,2,flat,-1890,0.977278,0,97.988409,1,A,-1890,0.977278,163,295.295119,31467
284,18176,144.509000,255,unknown,4,unknown,-274,0.563031,0,144.509000,2,D,-274,0.563031,111,146.837852,31467
285,18240,145.595299,2,D,2,flat,-146,0.743922,0,145.595299,2,D,-146,0.743922,110,146.728879,40824
286,18304,146.012240,2,D,2,flat,-96,0.829184,0,146.012240,2,D,-96,0.829184,110,195.720633,40824
287,18368,193.488065,255,unknown,4,unknown,-222,0.488093,0,193.488065,3,G,-222,0.488093,83,194.974999,40824
288,18432,194.621781,3,G,2,flat,-122,0.895900,0,194.621781,3,G,-122,0.895900,82,193.750261,40824
289,18496,194.137770,3,G,2,flat,-164,0.857289,0,194.137770,3,G,-164,0.857289,82,192.670544,39456
290,18560,191.788619,255,unknown,4,unknown,-372,0.627291,0,191.788619,3,G,-372,0.627291,83,191.403694,28320
291,18624,97.670618,255,unknown,4,unknown,-1940,0.643998,0,97.670618,1,A,-1940,0.643998,164,192.654396,28320
292,18688,194.004545,3,G,2,flat,-176,0.728294,0,194.004545,3,G,-176,0.728294,82,195.621238,28320
293,18752,192.576179,255,unknown,4,unknown,-302,0.692095,0,192.576179,3,G,-302,0.692095,83,147.337203,28320
294,18816,189.322220,255,unknown,4,unknown,-590,0.553506,0,189.322220,3,G,-590,0.553506,85,195.511884,22506
295,18880,190.900257,255,unknown,4,unknown,-450,0.573282,0,190.900257,3,G,-450,0.573282,84,162.720065,21938
296,18944,192.852749,3,G,2,flat,-278,0.746742,0,192.852749,3,G,-278,0.746742,83,391.541562,19895
297,19008,194.337145,3,G,2,flat,-147,0.818919,0,194.337145,3,G,-147,0.818919,82,391.493277,17571
298,19072,194.947589,3,G,2,flat,-93,0.891590,0,194.947589,3,G,-93,0.891590,82,391.495343,16817
299,19136,195.249607,3,G,2,flat,-66,0.916792,0,195.249607,3,G,-66,0.916792,82,391.506814,18147
300,19200,195.330173,3,G,2,flat,-59,0.947472,0,195.330173,3,G,-59,0.947472,82,391.477771,18043
301,19264,195.491813,3,G,1,in tune,-45,0.948034,0,195.491813,3,G,-45,0.948034,82,391.433683,25866
302,19328,195.522257,3,G,1,in tune,-42,0.956025,0,195.522257,3,G,-42,0.956025,82,390.975526,25866
303,19392,193.277330,255,unknown,4,unknown,-240,0.517872,0,193.277330,3,G,-240,0.517872,83,131.594344,25866
304,19456,131.030406,2,D,2,flat,-1863,0.841045,0,131.030406,2,D,-1863,0.841045,122,131.124240,25866
305,19520,131.029961,2,D,2,flat,-1863,0.987591,0,131.029961,2,D,-1863,0.987591,122,130.890640,23626
306,19584,130.886767,2,D,2,flat,-1880,0.978009,0,130.886767,2,D,-1880,0.978009,122,130.842114,23879
307,19648,130.872264,2,D,2,flat,-1882,0.958548,0,130.872264,2,D,-1882,0.958548,122,130.787701,24970
308,19712,130.804518,2,D,2,flat,-1890,0.954666,0,130.804518,2,D,-1890,0.954666,122,130.757565,24970
309,19776,130.726730,2,D,2,flat,-1899,0.850701,0,130.726730,2,D,-1899,0.850701,122,130.696156,24970
310,19840,130.678921,2,D,2,flat,-1904,0.820434,0,130.678921,2,D,-1904,0.820434,122,130.601738,24911
311,19904,130.812422,2,D,2,flat,-1889,1.012251,0,130.812422,2,D,-1889,1.012251,122,130.515921,46395
312,19968,130.779662,2,D,2,flat,-1892,0.990888,0,130.779662,2,D,-1892,0.990888,122,196.832371,46395
313,20032,197.147195,3,G,3,sharp,101,0.860522,0,197.147195,3,G,101,0.860522,81,196.033124,46395
314,20096,197.149657,3,G,3,sharp,102,0.908417,0,197.149657,3,G,102,0.908417,81,195.022413,46395
315,20160,196.988939,3,G,3,sharp,87,0.784800,0,196.988939,3,G,87,0.784800,81,194.906210,46395
316,20224,197.256100,255,unknown,4,unknown,111,0.626536,0,197.256100,3,G,111,0.626536,81,198.071694,43282
317,20288,197.164360,255,unknown,4,unknown,103,0.370368,0,197.164360,3,G,103,0.370368,81,391.323886,38610
318,20352,246.817381,255,unknown,4,unknown,-9,0.460535,0,246.817381,4,B,-9,0.460535,65,391.402561,30520
319,20416,364.587773,255,unknown,4,unknown,1836,0.621723,0,364.587773,5,high E,1836,0.621723,44,389.636110,21822
320,20480,365.587114,5,high E,3,sharp,1888,0.729094,0,365.587114,5,high E,1888,0.729094,44,73.307029,10004
321,20544,385.799382,255,unknown,4,unknown,2950,0.620283,0,385.799382,5,high E,2950,0.620283,41,71.511325,2374
322,20608,386.692742,255,unknown,4,unknown,2997,0.512434,0,386.692742,5,high E,2997,0.512434,41,208.050069,7673
323,20672,223.323839,255,unknown,4,unknown,-1656,0.524557,0,223.323839,4,B,-1656,0.524557,72,219.455603,7847
324,20736,109.461928,1,A,2,flat,-85,0.858082,0,109.461928,1,A,-85,0.858082,146,219.879722,10813
325,20800,109.963176,1,A,1,in tune,-6,0.957148,0,109.963176,1,A,-6,0.957148,146,219.594734,10813
326,20864,109.359915,1,A,2,flat,-101,0.898574,0,109.359915,1,A,-101,0.898574,146,218.065640,10813
327,20928,108.996499,255,unknown,4,unknown,-158,0.661641,0,108.996499,1,A,-158,0.661641,147,207.026862,10813
328,20992,195.809923,255,unknown,4,unknown,-17,0.483290,0,195.809923,3,G,-17,0.483290,82,193.536399,43251
329,21056,196.523028,255,unknown,4,unknown,46,0.559662,0,196.523028,3,G,46,0.559662,81,198.769097,46395
330,21120,195.578202,255,unknown,4,unknown,-37,0.574017,0,195.578202,3,G,-37,0.574017,82,197.824655,46395
331,21184,197.039929,3,G,3,sharp,92,0.913711,0,197.039929,3,G,92,0.913711,81,195.898610,46395
332,21248,196.496130,3,G,1,in tune,44,0.883453,0,196.496130,3,G,44,0.883453,81,195.131410,46395
333,21312,194.841344,3,G,2,flat,-102,0.815542,0,194.841344,3,G,-102,0.815542,82,195.192144,42425
334,21376,195.418101,3,G,2,flat,-51,0.775495,0,195.418101,3,G,-51,0.775495,82,195.428209,39789
335,21440,195.140078,255,unknown,4,unknown,-76,0.673069,0,195.140078,3,G,-76,0.673069,82,164.753460,36799
336,21504,194.315020,255,unknown,4,unknown,-149,0.519160,0,194.315020,3,G,-149,0.519160,82,164.665088,31707
337,21568,194.311794,255,unknown,4,unknown,-149,0.474372,0,194.311794,3,G,-149,0.474372,82,164.670185,31619
338,21632,194.563311,255,unknown,4,unknown,-127,0.530228,0,194.563311,3,G,-127,0.530228,82,196.548039,32877
339,21696,195.359301,255,unknown,4,unknown,-57,0.661511,0,195.359301,3,G,-57,0.661511,82,196.235957,32877
340,21760,196.810984,3,G,3,sharp,72,0.860404,0,196.810984,3,G,72,0.860404,81,195.793656,32877
341,21824,197.686935,3,G,3,sharp,149,0.852022,0,197.686935,3,G,149,0.852022,81,195.074013,32069
342,21888,198.077469,255,unknown,4,unknown,183,0.581089,0,198.077469,3,G,183,0.581089,81,194.779103,26496
343,21952,112.364109,255,unknown,4,unknown,372,0.423306,0,112.364109,1,A,372,0.423306,142,146.816821,26496
344,22016,113.100896,255,unknown,4,unknown,488,0.397768,0,113.100896,1,A,488,0.397768,141,146.858285,26496
345,22080,73.478877,255,unknown,4,unknown,-1876,0.459489,0,73.478877,0,low E,-1876,0.459489,218,146.950421,30949
346,22144,147.285870,255,unknown,4,unknown,54,0.663141,0,147.285870,2,D,54,0.663141,109,145.926443,38959
347,22208,196.860583,255,unknown,4,unknown,76,0.311859,0,196.860583,3,G,76,0.311859,81,247.967448,38959
348,22272,251.973144,255,unknown,4,unknown,353,0.344883,0,251.973144,4,B,353,0.344883,63,247.955723,38959
349,22336,249.546780,255,unknown,4,unknown,183,0.493621,0,249.546780,4,B,183,0.493621,64,247.631036,38914
350,22400,249.926090,255,unknown,4,unknown,209,0.654891,0,249.926090,4,B,209,0.654891,64,247.466314,35045
351,22464,249.728370,4,B,3,sharp,195,0.748662,0,249.728370,4,B,195,0.748662,64,247.377827,35045
352,22528,249.425204,4,B,3,sharp,174,0.802113,0,249.425204,4,B,174,0.802113,64,247.246929,34974
353,22592,249.145672,4,B,3,sharp,155,0.833657,0,249.145672,4,B,155,0.833657,64,247.128806,32265
354,22656,248.759759,4,B,3,sharp,128,0.861705,0,248.759759,4,B,128,0.861705,64,247.085096,32265
355,22720,248.404130,4,B,3,sharp,103,0.882925,0,248.404130,4,B,103,0.882925,64,246.818895,31993
356,22784,248.096290,4,B,3,sharp,81,0.898317,0,248.096290,4,B,81,0.898317,64,246.421623,29108
357,22848,247.770642,4,B,3,sharp,58,0.902924,0,247.770642,4,B,58,0.902924,65,246.186564,28439
358,22912,247.435723,4,B,1,in tune,35,0.905646,0,247.435723,4,B,35,0.905646,65,246.240134,31105
359,22976,247.160825,4,B,1,in tune,15,0.906520,0,247.160825,4,B,15,0.906520,65,246.241860,31105
360,23040,247.549033,4,B,1,in tune,43,0.821757,0,247.549033,4,B,43,0.821757,65,246.163215,31105
361,23104,247.719360,4,B,3,sharp,55,0.774640,0,247.719360,4,B,55,0.774640,65,246.156691,31105
362,23168,246.675908,4,B,1,in tune,-19,0.874197,0,246.675908,4,B,-19,0.874197,65,246.199357,26333
363,23232,246.545051,4,B,1,in tune,-28,0.890011,0,246.545051,4,B,-28,0.890011,65,246.159668,25859
364,23296,246.324855,4,B,1,in tune,-43,0.881828,0,246.324855,4,B,-43,0.881828,65,246.130022,26304
365,23360,246.210909,4,B,2,flat,-51,0.866718,0,246.210909,4,B,-51,0.866718,65,246.099386,26086
366,23424,246.079436,4,B,2,flat,-60,0.831108,0,246.079436,4,B,-60,0.831108,65,246.086670,26086
367,23488,245.706755,4,B,2,flat,-86,0.783244,0,245.706755,4,B,-86,0.783244,65,246.087177,24874
368,23552,245.628520,4,B,2,flat,-92,0.762841,0,245.628520,4,B,-92,0.762841,65,246.089286,23581
369,23616,245.639242,4,B,2,flat,-91,0.756420,0,245.639242,4,B,-91,0.756420,65,246.111220,24009
370,23680,245.662612,4,B,2,flat,-90,0.716767,0,245.662612,4,B,-90,0.716767,65,246.168002,23830
371,23744,245.803830,255,unknown,4,unknown,-80,0.683666,0,245.803830,4,B,-80,0.683666,65,246.181718,23791
372,23808,245.760343,255,unknown,4,unknown,-83,0.665658,0,245.760343,4,B,-83,0.665658,65,246.152828,23271
373,23872,245.882204,255,unknown,4,unknown,-74,0.641091,0,245.882204,4,B,-74,0.641091,65,246.136999,21554
374,23936,245.533375,255,unknown,4,unknown,-99,0.615029,0,245.533375,4,B,-99,0.615029,65,246.128322,21529
375,24000,130.656065,255,unknown,4,unknown,-1907,0.629360,0,130.656065,2,D,-1907,0.629360,122,246.113203,20951
376,24064,130.679719,255,unknown,4,unknown,-1904,0.626409,0,130.679719,2,D,-1904,0.626409,122,246.086654,20951
377,24128,123.264810,1,A,3,sharp,2088,0.819893,0,123.264810,1,A,2088,0.819893,130,246.113631,20951
378,24192,123.263721,1,A,3,sharp,2088,0.815616,0,123.263721,1,A,2088,0.815616,130,246.115352,20180
379,24256,131.026373,255,unknown,4,unknown,-1863,0.578145,0,131.026373,2,D,-1863,0.578145,122,246.130331,20180
380,24320,131.244694,255,unknown,4,unknown,-1838,0.547059,0,131.244694,2,D,-1838,0.547059,122,246.125367,19744
381,24384,131.506522,255,unknown,4,unknown,-1807,0.522632,0,131.506522,2,D,-1807,0.522632,122,246.138037,19073
382,24448,131.655136,255,unknown,4,unknown,-1789,0.525372,0,131.655136,2,D,-1789,0.525372,122,246.178187,18473
383,24512,131.723427,255,unknown,4,unknown,-1781,0.572484,0,131.723427,2,D,-1781,0.572484,121,246.174174,18473
384,24576,131.687255,255,unknown,4,unknown,-1785,0.567837,0,131.687255,2,D,-1785,0.567837,121,246.124546,18597
385,24640,131.621056,255,unknown,4,unknown,-1793,0.579271,0,131.621056,2,D,-1793,0.579271,122,246.175077,17732
386,24704,131.363659,255,unknown,4,unknown,-1824,0.589447,0,131.363659,2,D,-1824,0.589447,122,246.149097,17607
387,24768,131.173839,255,unknown,4,unknown,-1846,0.574971,0,131.173839,2,D,-1846,0.574971,122,246.129611,17754
388,24832,131.138869,255,unknown,4,unknown,-1850,0.551932,0,131.138869,2,D,-1850,0.551932,122,246.169183,17503
389,24896,131.095272,255,unknown,4,unknown,-1855,0.490216,0,131.095272,2,D,-1855,0.490216,122,246.168518,17238
390,24960,131.121947,255,unknown,4,unknown,-1852,0.525354,0,131.121947,2,D,-1852,0.525354,122,246.136477,16703
391,25024,131.031692,255,unknown,4,unknown,-1863,0.540366,0,131.031692,2,D,-1863,0.540366,122,246.167706,15317
392,25088,131.094797,255,unknown,4,unknown,-1855,0.497010,0,131.094797,2,D,-1855,0.497010,122,146.212951,15317
393,25152,131.107702,255,unknown,4,unknown,-1854,0.465030,0,131.107702,2,D,-1854,0.465030,122,146.062575,15179
394,25216,131.103208,255,unknown,4,unknown,-1854,0.404047,0,131.103208,2,D,-1854,0.404047,122,145.710901,15179
395,25280,131.150757,255,unknown,4,unknown,-1849,0.410510,0,131.150757,2,D,-1849,0.410510,122,146.072989,15983
396,25344,131.462518,255,unknown,4,unknown,-1812,0.371362,0,131.462518,2,D,-1812,0.371362,122,146.301461,15983
397,25408,155.949052,255,unknown,4,unknown,1075,0.364122,0,155.949052,2,D,1075,0.364122,103,145.858423,14535
398,25472,155.705884,255,unknown,4,unknown,1047,0.397051,0,155.705884,2,D,1047,0.397051,103,145.732234,13854
399,25536,155.818991,255,unknown,4,unknown,1060,0.414962,0,155.818991,2,D,1060,0.414962,103,146.382280,13148
400,25600,155.673075,255,unknown,4,unknown,1043,0.375796,0,155.673075,2,D,1043,0.375796,103,146.433687,12722
401,25664,155.634175,255,unknown,4,unknown,1038,0.368033,0,155.634175,2,D,1038,0.368033,103,145.891594,14291
402,25728,130.924670,255,unknown,4,unknown,-1875,0.419437,0,130.924670,2,D,-1875,0.419437,122,145.897136,15878
