"index","sample","centered"
"1617","139","0"
"1618","142","3"
"1619","137","-2"
"1620","139","0"
"1621","138","-1"
"1622","139","0"
"1623","139","0"
"1624","141","2"
"1625","138","-1"
"1626","141","2"
"1627","138","-1"
"1628","141","2"
"1629","141","2"
"1630","138","-1"
"1631","139","0"
"1632","141","2"
"1633","141","2"
"1634","139","0"
"1635","139","0"
"1636","140","1"
"1637","139","0"
"1638","141","2"
"1639","141","2"
"1640","141","2"
"1641","141","2"
"1642","140","1"
"1643","140","1"
"1644","140","1"
"1645","141","2"
"1646","140","1"
"1647","139","0"
"1648","140","1"
"1649","139","0"
"1650","137","-2"
"1651","140","1"
"1652","137","-2"
"1653","137","-2"
"1654","138","-1"
"1655","140","1"
"1656","137","-2"
"1657","137","-2"
"1658","140","1"
"1659","140","1"
"1660","138","-1"
"1661","140","1"
"1662","142","3"
"1663","139","0"
"1664","142","3"
"1665","141","2"
"1666","139","0"
"1667","138","-1"
"1668","141","2"
"1669","139","0"
"1670","140","1"
"1671","141","2"
"1672","141","2"
"1673","140","1"
"1674","141","2"
"1675","139","0"
"1676","141","2"
"1677","140","1"
"1678","141","2"
"1679","142","3"
"1680","139","0"
"1681","142","3"
"1682","141","2"
"1683","139","0"
"1684","140","1"
"1685","140","1"
"1686","139","0"
"1687","140","1"
"1688","138","-1"
"1689","140","1"
"1690","142","3"
"1691","138","-1"
"1692","140","1"
"1693","139","0"
"1694","141","2"
"1695","142","3"
"1696","139","0"
"1697","141","2"
"1698","140","1"
"1699","140","1"
"1700","142","3"
"1701","140","1"
"1702","142","3"
"1703","142","3"
"1704","139","0"
"1705","139","0"
"1706","142","3"
"1707","141","2"
"1708","142","3"
"1709","139","0"
"1710","141","2"
"1711","139","0"
"1712","139","0"
"1713","137","-2"
"1714","140","1"
"1715","137","-2"
"1716","139","0"
"1717","136","-3"
"1718","139","0"
"1719","139","0"
"1720","136","-3"
"1721","140","1"
"1722","137","-2"
"1723","140","1"
"1724","138","-1"
"1725","140","1"
"1726","140","1"
"1727","141","2"
"1728","140","1"
"1729","139","0"
"1730","140","1"
"1731","139","0"
"1732","141","2"
"1733","140","1"
"1734","138","-1"
"1735","142","3"
"1736","140","1"
"1737","140","1"
"1738","141","2"
"1739","141","2"
"1740","140","1"
"1741","141","2"
"1742","141","2"
"1743","140","1"
"1744","140","1"
"1745","138","-1"
"1746","140","1"
"1747","140","1"
"1748","133","-6"
"1749","139","0"
"1750","138","-1"
"1751","137","-2"
"1752","140","1"
"1753","138","-1"
"1754","141","2"
"1755","138","-1"
"1756","138","-1"
"1757","142","3"
"1758","141","2"
"1759","143","4"
"1760","137","-2"
"1761","140","1"
"1762","142","3"
"1763","147","8"
"1764","141","2"
"1765","142","3"
"1766","140","1"
"1767","141","2"
"1768","141","2"
"1769","139","0"
"1770","140","1"
"1771","141","2"
"1772","139","0"
"1773","141","2"
"1774","138","-1"
"1775","138","-1"
"1776","140","1"
"1777","138","-1"
"1778","140","1"
"1779","137","-2"
"1780","140","1"
"1781","140","1"
"1782","140","1"
"1783","141","2"
"1784","140","1"
"1785","141","2"
"1786","138","-1"
"1787","140","1"
"1788","138","-1"
"1789","138","-1"
"1790","140","1"
"1791","139","0"
"1792","140","1"
"1793","140","1"
"1794","139","0"
"1795","138","-1"
"1796","141","2"
"1797","141","2"
"1798","138","-1"
"1799","138","-1"
"1800","140","1"
"1801","138","-1"
"1802","141","2"
"1803","142","3"
"1804","140","1"
"1805","142","3"
"1806","138","-1"
"1807","139","0"
"1808","138","-1"
"1809","139","0"
"1810","140","1"
"1811","141","2"
"1812","138","-1"
"1813","138","-1"
"1814","140","1"
"1815","141","2"
"1816","138","-1"
"1817","139","0"
"1818","143","4"
"1819","140","1"
"1820","143","4"
"1821","142","3"
"1822","139","0"
"1823","142","3"
"1824","141","2"
"1825","140","1"
"1826","142","3"
"1827","140","1"
"1828","144","5"
"1829","141","2"
"1830","140","1"
"1831","142","3"
"1832","139","0"
"1833","148","9"
"1834","143","4"
"1835","139","0"
"1836","141","2"
"1837","141","2"
"1838","146","7"
"1839","139","0"
"1840","140","1"
"1841","138","-1"
"1842","141","2"
"1843","134","-5"
"1844","141","2"
"1845","141","2"
"1846","138","-1"
"1847","139","0"
"1848","142","3"
"1849","139","0"
"1850","140","1"
"1851","140","1"
"1852","144","5"
"1853","139","0"
"1854","138","-1"
"1855","138","-1"
"1856","141","2"
"1857","137","-2"
"1858","140","1"
"1859","142","3"
"1860","138","-1"
"1861","146","7"
"1862","141","2"
"1863","141","2"
"1864","140","1"
"1865","141","2"
"1866","138","-1"
"1867","137","-2"
"1868","140","1"
"1869","140","1"
"1870","102","-37"
"1871","138","-1"
"1872","142","3"
"1873","140","1"
"1874","138","-1"
"1875","141","2"
"1876","184","45"
"1877","138","-1"
"1878","135","-4"
"1879","140","1"
"1880","143","4"
"1881","142","3"
"1882","140","1"
"1883","142","3"
"1884","140","1"
"1885","139","0"
"1886","140","1"
"1887","140","1"
"1888","142","3"
"1889","141","2"
"1890","143","4"
"1891","140","1"
"1892","140","1"
"1893","144","5"
"1894","139","0"
"1895","140","1"
"1896","140","1"
"1897","140","1"
"1898","141","2"
"1899","138","-1"
"1900","141","2"
"1901","139","0"
"1902","141","2"
"1903","138","-1"
"1904","139","0"
"1905","141","2"
"1906","138","-1"
"1907","143","4"
"1908","139","0"
"1909","141","2"
"1910","143","4"
"1911","140","1"
"1912","141","2"
"1913","142","3"
"1914","140","1"
"1915","142","3"
"1916","139","0"
"1917","142","3"
"1918","142","3"
"1919","138","-1"
"1920","139","0"
"1921","139","0"
"1922","141","2"
"1923","141","2"
"1924","140","1"
"1925","141","2"
"1926","138","-1"
"1927","138","-1"
"1928","139","0"
"1929","138","-1"
"1930","140","1"
"1931","138","-1"
"1932","137","-2"
"1933","139","0"
"1934","140","1"
"1935","139","0"
"1936","140","1"
"1937","140","1"
"1938","138","-1"
"1939","139","0"
"1940","141","2"
"1941","141","2"
"1942","138","-1"
"1943","139","0"
"1944","141","2"
"1945","141","2"
"1946","139","0"
"1947","142","3"
"1948","141","2"
"1949","138","-1"
"1950","143","4"
"1951","142","3"
"1952","142","3"
"1953","143","4"
"1954","141","2"
"1955","140","1"
"1956","140","1"
"1957","142","3"
"1958","139","0"
"1959","139","0"
"1960","140","1"
"1961","168","29"
"1962","140","1"
"1963","141","2"
"1964","139","0"
"1965","140","1"
"1966","140","1"
"1967","140","1"
"1968","142","3"
"1969","141","2"
"1970","139","0"
"1971","137","-2"
"1972","142","3"
"1973","142","3"
"1974","138","-1"
"1975","139","0"
"1976","141","2"
"1977","142","3"
"1978","139","0"
"1979","140","1"
"1980","141","2"
"1981","142","3"
"1982","143","4"
"1983","140","1"
"1984","140","1"
"1985","140","1"
"1986","143","4"
"1987","141","2"
"1988","139","0"
"1989","141","2"
"1990","138","-1"
"1991","138","-1"
"1992","140","1"
"1993","134","-5"
"1994","138","-1"
"1995","138","-1"
"1996","140","1"
"1997","134","-5"
"1998","140","1"
"1999","140","1"
"2000","139","0"
"2001","141","2"
"2002","138","-1"
"2003","138","-1"
"2004","141","2"
"2005","140","1"
"2006","141","2"
"2007","142","3"
"2008","138","-1"
"2009","139","0"
"2010","142","3"
"2011","140","1"
"2012","144","5"
"2013","140","1"
"2014","143","4"
"2015","140","1"
"2016","142","3"
"2017","138","-1"
"2018","141","2"
"2019","140","1"
"2020","142","3"
"2021","140","1"
"2022","138","-1"
"2023","139","0"
"2024","138","-1"
"2025","134","-5"
"2026","137","-2"
"2027","138","-1"
"2028","140","1"
"2029","140","1"
"2030","141","2"
"2031","141","2"
"2032","139","0"
"2033","141","2"
"2034","139","0"
"2035","138","-1"
"2036","138","-1"
"2037","138","-1"
"2038","142","3"
"2039","140","1"
"2040","139","0"
"2041","139","0"
"2042","142","3"
"2043","139","0"
"2044","141","2"
"2045","141","2"
"2046","140","1"
"2047","141","2"
