"index","sample","centered"
"1626","142","3"
"1627","138","-1"
"1628","141","2"
"1629","140","1"
"1630","140","1"
"1631","142","3"
"1632","139","0"
"1633","141","2"
"1634","139","0"
"1635","139","0"
"1636","139","0"
"1637","140","1"
"1638","138","-1"
"1639","140","1"
"1640","139","0"
"1641","139","0"
"1642","140","1"
"1643","140","1"
"1644","137","-2"
"1645","141","2"
"1646","138","-1"
"1647","141","2"
"1648","138","-1"
"1649","141","2"
"1650","138","-1"
"1651","132","-7"
"1652","138","-1"
"1653","138","-1"
"1654","141","2"
"1655","139","0"
"1656","141","2"
"1657","141","2"
"1658","140","1"
"1659","142","3"
"1660","138","-1"
"1661","141","2"
"1662","137","-2"
"1663","139","0"
"1664","136","-3"
"1665","141","2"
"1666","140","1"
"1667","139","0"
"1668","139","0"
"1669","138","-1"
"1670","139","0"
"1671","138","-1"
"1672","139","0"
"1673","139","0"
"1674","138","-1"
"1675","138","-1"
"1676","140","1"
"1677","139","0"
"1678","141","2"
"1679","139","0"
"1680","141","2"
"1681","138","-1"
"1682","138","-1"
"1683","138","-1"
"1684","142","3"
"1685","138","-1"
"1686","139","0"
"1687","141","2"
"1688","141","2"
"1689","139","0"
"1690","139","0"
"1691","138","-1"
"1692","138","-1"
"1693","141","2"
"1694","138","-1"
"1695","141","2"
"1696","140","1"
"1697","139","0"
"1698","141","2"
"1699","138","-1"
"1700","138","-1"
"1701","141","2"
"1702","141","2"
"1703","139","0"
"1704","139","0"
"1705","138","-1"
"1706","138","-1"
"1707","141","2"
"1708","140","1"
"1709","139","0"
"1710","139","0"
"1711","139","0"
"1712","140","1"
"1713","141","2"
"1714","138","-1"
"1715","142","3"
"1716","141","2"
"1717","138","-1"
"1718","139","0"
"1719","141","2"
"1720","141","2"
"1721","139","0"
"1722","139","0"
"1723","140","1"
"1724","142","3"
"1725","139","0"
"1726","139","0"
"1727","139","0"
"1728","138","-1"
"1729","140","1"
"1730","141","2"
"1731","139","0"
"1732","140","1"
"1733","140","1"
"1734","139","0"
"1735","139","0"
"1736","141","2"
"1737","138","-1"
"1738","139","0"
"1739","141","2"
"1740","141","2"
"1741","140","1"
"1742","142","3"
"1743","139","0"
"1744","139","0"
"1745","141","2"
"1746","141","2"
"1747","140","1"
"1748","138","-1"
"1749","141","2"
"1750","141","2"
"1751","139","0"
"1752","138","-1"
"1753","141","2"
"1754","140","1"
"1755","140","1"
"1756","141","2"
"1757","138","-1"
"1758","141","2"
"1759","138","-1"
"1760","138","-1"
"1761","141","2"
"1762","140","1"
"1763","138","-1"
"1764","138","-1"
"1765","140","1"
"1766","138","-1"
"1767","141","2"
"1768","134","-5"
"1769","141","2"
"1770","139","0"
"1771","140","1"
"1772","138","-1"
"1773","140","1"
"1774","141","2"
"1775","139","0"
"1776","142","3"
"1777","139","0"
"1778","139","0"
"1779","140","1"
"1780","141","2"
"1781","140","1"
"1782","141","2"
"1783","138","-1"
"1784","141","2"
"1785","139","0"
"1786","140","1"
"1787","138","-1"
"1788","139","0"
"1789","94","-45"
"1790","138","-1"
"1791","140","1"
"1792","139","0"
"1793","141","2"
"1794","141","2"
"1795","141","2"
"1796","141","2"
"1797","139","0"
"1798","141","2"
"1799","139","0"
"1800","139","0"
"1801","137","-2"
"1802","140","1"
"1803","138","-1"
"1804","137","-2"
"1805","139","0"
"1806","138","-1"
"1807","142","3"
"1808","138","-1"
"1809","141","2"
"1810","139","0"
"1811","140","1"
"1812","139","0"
"1813","141","2"
"1814","140","1"
"1815","140","1"
"1816","142","3"
"1817","140","1"
"1818","141","2"
"1819","141","2"
"1820","138","-1"
"1821","141","2"
"1822","141","2"
"1823","142","3"
"1824","138","-1"
"1825","139","0"
"1826","142","3"
"1827","141","2"
"1828","139","0"
"1829","139","0"
"1830","141","2"
"1831","139","0"
"1832","138","-1"
"1833","138","-1"
"1834","142","3"
"1835","141","2"
"1836","140","1"
"1837","140","1"
"1838","138","-1"
"1839","138","-1"
"1840","139","0"
"1841","140","1"
"1842","140","1"
"1843","141","2"
"1844","142","3"
"1845","141","2"
"1846","139","0"
"1847","139","0"
"1848","141","2"
"1849","139","0"
"1850","141","2"
"1851","140","1"
"1852","138","-1"
"1853","139","0"
"1854","141","2"
"1855","144","5"
"1856","139","0"
"1857","138","-1"
"1858","142","3"
"1859","142","3"
"1860","139","0"
"1861","138","-1"
"1862","142","3"
"1863","141","2"
"1864","138","-1"
"1865","139","0"
"1866","141","2"
"1867","141","2"
"1868","138","-1"
"1869","139","0"
"1870","139","0"
"1871","139","0"
"1872","141","2"
"1873","141","2"
"1874","141","2"
"1875","142","3"
"1876","141","2"
"1877","141","2"
"1878","141","2"
"1879","145","6"
"1880","140","1"
"1881","140","1"
"1882","138","-1"
"1883","142","3"
"1884","140","1"
"1885","138","-1"
"1886","139","0"
"1887","139","0"
"1888","144","5"
"1889","140","1"
"1890","141","2"
"1891","139","0"
"1892","140","1"
"1893","141","2"
"1894","141","2"
"1895","140","1"
"1896","138","-1"
"1897","141","2"
"1898","141","2"
"1899","137","-2"
"1900","139","0"
"1901","142","3"
"1902","139","0"
"1903","140","1"
"1904","148","9"
"1905","139","0"
"1906","139","0"
"1907","132","-7"
"1908","139","0"
"1909","140","1"
"1910","138","-1"
"1911","141","2"
"1912","135","-4"
"1913","141","2"
"1914","133","-6"
"1915","141","2"
"1916","139","0"
"1917","138","-1"
"1918","140","1"
"1919","140","1"
"1920","141","2"
"1921","141","2"
"1922","138","-1"
"1923","140","1"
"1924","138","-1"
"1925","138","-1"
"1926","141","2"
"1927","139","0"
"1928","141","2"
"1929","140","1"
"1930","140","1"
"1931","140","1"
"1932","141","2"
"1933","149","10"
"1934","138","-1"
"1935","139","0"
"1936","140","1"
"1937","138","-1"
"1938","141","2"
"1939","139","0"
"1940","141","2"
"1941","138","-1"
"1942","141","2"
"1943","139","0"
"1944","141","2"
"1945","139","0"
"1946","142","3"
"1947","139","0"
"1948","139","0"
"1949","138","-1"
"1950","138","-1"
"1951","141","2"
"1952","138","-1"
"1953","141","2"
"1954","139","0"
"1955","141","2"
"1956","138","-1"
"1957","142","3"
"1958","140","1"
"1959","141","2"
"1960","140","1"
"1961","141","2"
"1962","140","1"
"1963","141","2"
"1964","140","1"
"1965","138","-1"
"1966","141","2"
"1967","138","-1"
"1968","144","5"
"1969","138","-1"
"1970","138","-1"
"1971","141","2"
"1972","139","0"
"1973","141","2"
"1974","141","2"
"1975","138","-1"
"1976","138","-1"
"1977","136","-3"
"1978","141","2"
"1979","141","2"
"1980","141","2"
"1981","141","2"
"1982","140","1"
"1983","141","2"
"1984","141","2"
"1985","140","1"
"1986","140","1"
"1987","141","2"
"1988","141","2"
"1989","140","1"
"1990","141","2"
"1991","141","2"
"1992","141","2"
"1993","141","2"
"1994","140","1"
"1995","141","2"
"1996","139","0"
"1997","138","-1"
"1998","141","2"
"1999","141","2"
"2000","139","0"
"2001","139","0"
"2002","142","3"
"2003","141","2"
"2004","139","0"
"2005","139","0"
"2006","141","2"
"2007","142","3"
"2008","139","0"
"2009","138","-1"
"2010","141","2"
"2011","142","3"
"2012","139","0"
"2013","139","0"
"2014","138","-1"
"2015","141","2"
"2016","138","-1"
"2017","140","1"
"2018","139","0"
"2019","140","1"
"2020","142","3"
"2021","139","0"
"2022","141","2"
"2023","141","2"
"2024","138","-1"
"2025","138","-1"
"2026","140","1"
"2027","141","2"
"2028","138","-1"
"2029","141","2"
"2030","139","0"
"2031","139","0"
"2032","141","2"
"2033","138","-1"
"2034","140","1"
"2035","141","2"
"2036","138","-1"
"2037","140","1"
"2038","141","2"
"2039","142","3"
"2040","140","1"
"2041","141","2"
"2042","140","1"
"2043","140","1"
"2044","141","2"
"2045","141","2"
"2046","141","2"
"2047","142","3"
